'5.6_millimetres' | structural violation
sergeant -> noncommissioned_officer -> military_officer -> officer -> mariner | edge semantic failure
sergeant -> noncommissioned_officer -> military_officer -> officer -> mariner -> sailor | edge semantic failure
sergeant -> noncommissioned_officer -> military_officer -> military_person -> military_agent | semantic abstraction jump
sergeant -> noncommissioned_officer -> military_officer -> military_person -> military_agent -> military_object | semantic abstraction jump
sergeant -> non_commissioned_officer -> enlisted_man | semantic abstraction jump
sergeant -> non_commissioned_officer -> military_officer | semantic abstraction jump
sergeant -> non_commissioned_officer -> military_officer -> military_person | semantic abstraction jump
sergeant -> non_commissioned_officer -> military_officer -> officer | semantic abstraction jump
sergeant -> non_commissioned_officer -> military_officer -> serviceman | semantic abstraction jump
sergeant -> non_commissioned_officer -> military_officer -> officer -> leader | semantic abstraction jump
sergeant -> non_commissioned_officer -> military_officer -> officer -> mariner | edge semantic failure
sergeant -> non_commissioned_officer -> military_officer -> officer -> mariner -> sailor | edge semantic failure
sergeant -> non_commissioned_officer -> military_officer -> military_person -> military_agent | semantic abstraction jump
sergeant -> non_commissioned_officer -> military_officer -> military_person -> military_agent -> military_object | semantic abstraction jump
sergeant -> non_commissioned_officer -> enlisted_man -> enlisted_person | semantic abstraction jump
sergeant -> non_commissioned_officer -> enlisted_man -> military_person | semantic abstraction jump
sergeant -> non_commissioned_officer -> enlisted_man -> military_person -> military_agent | semantic abstraction jump
sergeant -> non_commissioned_officer -> enlisted_man -> military_person -> military_agent -> military_object | semantic abstraction jump
sergeant -> non_commissioned_officer -> enlisted_man -> enlisted_person -> serviceman | semantic abstraction jump
color_vision -> sight -> sensory_enhancement_device_visual | edge semantic failure
color_vision -> sight -> visual_percept | semantic abstraction jump
color_wash -> wash -> watercolor | edge semantic failure
color_wash -> wash -> watercolor -> paint | edge semantic failure
color_wash -> wash -> watercolor -> pigment | edge semantic failure
color_wash -> wash -> watercolor -> pigment -> coloring_material | edge semantic failure
color_wash -> wash -> watercolor -> paint -> coloring_material | edge semantic failure
color_wash -> wash -> watercolor -> paint -> pigment | edge semantic failure
color_wash -> wash -> watercolor -> paint -> pigment -> coloring_material | edge semantic failure
symbol_for_cowardice | structural violation
colorado_chipmunk -> chipmunk -> squirrel | edge semantic failure
where_columbines_grow | structural violation
abbreviated_co | structural violation
state_with_many_mountains | structural violation
attribute_of_objects | structural violation
soprano -> opera_singer -> actor | edge semantic failure
soprano -> opera_singer -> actor -> musical_artist | edge semantic failure
soprano -> opera_singer -> actor -> musical_artist | edge semantic failure
cause_by_reflection_of_light | structural violation
colored_bull_terrier -> dog -> domesticated_animal -> tame_animal -> animal | semantic abstraction jump
colored_bull_terrier -> dog -> domestic_animal -> animal | semantic abstraction jump
colored_bull_terrier -> bull_terrier -> terrier -> hunting_dog -> dog -> domestic_animal -> animal | semantic abstraction jump
colored_bull_terrier -> bull_terrier -> terrier -> dog -> domesticated_animal -> tame_animal -> animal | semantic abstraction jump
colored_bull_terrier -> bull_terrier -> terrier -> dog -> domestic_animal -> animal | semantic abstraction jump
colored_bull_terrier -> bull_terrier -> dog -> domesticated_animal -> tame_animal -> animal | semantic abstraction jump
colored_bull_terrier -> bull_terrier -> dog -> domestic_animal -> animal | semantic abstraction jump
colored_glass -> glass -> beaker -> lab_glassware | semantic abstraction jump
colored_glass -> glass -> beaker -> lab_glassware -> glass_container | semantic abstraction jump
quantitative_analysis -> chemical_analysis -> analysis | semantic abstraction jump
property_of_wallpaper | structural violation
chromotherapy | structural violation
primary_colors | structural violation
considered_warm_colors | structural violation
colossal_squid -> squid -> cephalopod | edge semantic failure
way_people_differentiate_things | structural violation
colt_vista_wagon -> dodge_car -> chrysler_automobile | semantic abstraction jump
colt_vista_wagon -> dodge_car -> chrysler_automobile -> american_car | semantic abstraction jump
foal -> horse -> equine -> animal | edge semantic failure
young_male_horse | structural violation
province_of_canada | structural violation
columbiform_bird -> gallinaceous_bird -> bird -> eagle -> bird_of_prey | semantic abstraction jump
columbiform_bird -> gallinaceous_bird -> bird -> eagle -> large_bird_of_prey | edge semantic failure
columbiform_bird -> gallinaceous_bird -> bird -> eagle -> large_bird_of_prey | edge semantic failure
columbiform_bird -> gallinaceous_bird -> bird -> eagle -> bird_of_prey -> predatory_animal | semantic abstraction jump
columbus_day -> national_holiday -> holiday | semantic abstraction jump
columbus_day -> national_holiday -> holiday -> day | semantic abstraction jump
columbus_day -> national_holiday -> holiday -> special_day | semantic abstraction jump
columbus_day -> national_holiday -> holiday -> special_day | semantic abstraction jump
columbus_day -> national_holiday -> holiday -> day -> calendar_day | semantic abstraction jump
columbus_day -> national_holiday -> holiday -> day -> day_of_reckoning | semantic abstraction jump
columbus_day -> national_holiday -> holiday -> day -> day_of_reckoning | semantic abstraction jump
epithelial_cell -> somatic_cell -> cell | semantic abstraction jump
epithelial_cell -> somatic_cell -> eukaryotic_cell -> cell | semantic abstraction jump
architectual_support | structural violation
support_beam | structural violation
vertical_support | structural violation
vertical_thing | structural violation
acronym_for_component_object_model | structural violation
prolonged_deep_unconsciousness | structural violation
comb_honey -> honey -> produce_by_bees | edge semantic failure
comb_honey -> honey -> produce_by_bees | edge semantic failure
combat_event_predicate -> asymmetric_binary_predicate -> irreflexive_binary_predicate -> binary_predicate | semantic abstraction jump
combat_event_predicate -> asymmetric_binary_predicate -> irreflexive_binary_predicate -> binary_predicate -> predicate | semantic abstraction jump
combat_event_predicate -> asymmetric_binary_predicate -> antisymmetric_binary_predicate -> binary_predicate | semantic abstraction jump
combat_event_predicate -> asymmetric_binary_predicate -> antisymmetric_binary_predicate -> binary_predicate -> predicate | semantic abstraction jump
combat_outpost -> combat_position -> military_post -> military_place | semantic abstraction jump
combat_outpost -> combat_position -> military_post -> piece_of_tactical_terrain | edge semantic failure
danger_pay | structural violation
combat_pilot -> pilot -> aviator -> professional_driver | edge semantic failure
combat_shotgun -> shotgun -> portable_gun -> gun | semantic abstraction jump
combat_shotgun -> shotgun -> portable_gun -> gun -> conventional_weapon | semantic abstraction jump
combat_shotgun -> shotgun -> portable_gun -> gun -> firearm_shoots_bullets | semantic abstraction jump
combat_shotgun -> shotgun -> portable_gun -> gun -> projectile_launcher | semantic abstraction jump
combat_shotgun -> shotgun -> portable_gun -> gun -> user_triggered_weapon | semantic abstraction jump
combat_shotgun -> shotgun -> portable_gun -> gun -> weapon_often | semantic abstraction jump
combat_shotgun -> shotgun -> portable_gun -> gun -> weapon | semantic abstraction jump
combat_shotgun -> shotgun -> portable_gun -> gun -> weapon_often | semantic abstraction jump
combat_shotgun -> shotgun -> portable_gun -> gun -> user_triggered_weapon -> weapon | semantic abstraction jump
combat_shotgun -> shotgun -> portable_gun -> gun -> projectile_launcher -> projectile_weapon_or_launcher | semantic abstraction jump
combat_shotgun -> shotgun -> portable_gun -> gun -> firearm_shoots_bullets | semantic abstraction jump
combat_shotgun -> shotgun -> portable_gun -> gun -> conventional_weapon -> weapon | semantic abstraction jump
combat_shotgun -> shotgun -> gun -> user_triggered_weapon -> weapon | semantic abstraction jump
combat_shotgun -> shotgun -> gun -> conventional_weapon -> weapon | semantic abstraction jump
combat_shotgun -> shotgun -> firearm -> gun -> user_triggered_weapon -> weapon | semantic abstraction jump
combat_shotgun -> shotgun -> firearm -> gun -> conventional_weapon -> weapon | semantic abstraction jump
combat_support_helicopter -> support_vehicle -> military_vehicle | semantic abstraction jump
combat_support_helicopter -> support_vehicle -> military_vehicle -> military_platform | semantic abstraction jump
combat_unit -> deployable_military_unit -> modern_military_organization -> military_organization | semantic abstraction jump
combat_unit -> deployable_military_unit -> modern_military_organization -> military_organization -> military_agent | semantic abstraction jump
combat_unit -> deployable_military_unit -> modern_military_organization -> military_organization -> military_agent -> military_object | semantic abstraction jump
combativeness -> aggressiveness -> disagreeableness | edge semantic failure
combativeness -> aggressiveness -> disagreeableness -> unpleasantness | edge semantic failure
unplesant_experience | structural violation
crest -> toothpaste -> dentifrice | edge semantic failure
branch_of_mathematics | structural violation
combined_arms_attack -> attack_by_fire -> military_attack | semantic abstraction jump
combined_arms_attack -> attack_by_fire -> military_attack -> physical_attack | semantic abstraction jump
combined_arms_attack -> attack_by_fire -> military_attack -> physical_attack -> attack | semantic abstraction jump
